"exp","id","item","isold","condition1","condition2","rating","excluding","trial"
"WLM2009_e1","WLM2009_e1_13","neg10",1,"ColourImage","ValenceNegative",20,"Include",46
"WLM2009_e1","WLM2009_e1_13","pos26",1,"ColourImage","ValencePositive",10,"Include",47
"WLM2009_e1","WLM2009_e1_13","r1neu26",0,"ColourImage","ValenceNeutral",3,"Include",48
"WLM2009_e1","WLM2009_e1_13","neg29",1,"ColourImage","ValenceNegative",19,"Include",49
"WLM2009_e1","WLM2009_e1_13","pos24",1,"ColourImage","ValencePositive",20,"Include",50
"WLM2009_e1","WLM2009_e1_13","r1pos18",0,"ColourImage","ValencePositive",8,"Include",51
"WLM2009_e1","WLM2009_e1_13","neu28",1,"ColourImage","ValenceNeutral",20,"Include",52
"WLM2009_e1","WLM2009_e1_13","r1neg14",0,"ColourImage","ValenceNegative",10,"Include",53
"WLM2009_e1","WLM2009_e1_13","r1neu23",0,"ColourImage","ValenceNeutral",11,"Include",54
"WLM2009_e1","WLM2009_e1_13","neu2",1,"ColourImage","ValenceNeutral",20,"Include",55
"WLM2009_e1","WLM2009_e1_13","r1neg11",0,"ColourImage","ValenceNegative",14,"Include",56
"WLM2009_e1","WLM2009_e1_13","pos17",1,"ColourImage","ValencePositive",20,"Include",57
"WLM2009_e1","WLM2009_e1_13","r1neu5",0,"ColourImage","ValenceNeutral",9,"Include",58
"WLM2009_e1","WLM2009_e1_13","neg4",1,"ColourImage","ValenceNegative",20,"Include",59
"WLM2009_e1","WLM2009_e1_13","neg19",1,"ColourImage","ValenceNegative",20,"Include",60
"WLM2009_e1","WLM2009_e1_13","r1neu29",0,"ColourImage","ValenceNeutral",10,"Include",61
"WLM2009_e1","WLM2009_e1_13","pos27",1,"ColourImage","ValencePositive",19,"Include",62
"WLM2009_e1","WLM2009_e1_13","r1neu25",0,"ColourImage","ValenceNeutral",11,"Include",63
"WLM2009_e1","WLM2009_e1_13","pos13",1,"ColourImage","ValencePositive",20,"Include",64
"WLM2009_e1","WLM2009_e1_13","r1pos21",0,"ColourImage","ValencePositive",2,"Include",65
"WLM2009_e1","WLM2009_e1_13","neu17",1,"ColourImage","ValenceNeutral",15,"Include",66
"WLM2009_e1","WLM2009_e1_13","neg25",1,"ColourImage","ValenceNegative",20,"Include",67
"WLM2009_e1","WLM2009_e1_13","r1neg30",0,"ColourImage","ValenceNegative",2,"Include",68
"WLM2009_e1","WLM2009_e1_13","r1pos13",0,"ColourImage","ValencePositive",11,"Include",69
"WLM2009_e1","WLM2009_e1_13","neu3",1,"ColourImage","ValenceNeutral",17,"Include",70
"WLM2009_e1","WLM2009_e1_13","r1pos20",0,"ColourImage","ValencePositive",11,"Include",71
"WLM2009_e1","WLM2009_e1_13","r1neu28",0,"ColourImage","ValenceNeutral",11,"Include",72
"WLM2009_e1","WLM2009_e1_13","neu24",1,"ColourImage","ValenceNeutral",16,"Include",73
"WLM2009_e1","WLM2009_e1_13","neg7",1,"ColourImage","ValenceNegative",20,"Include",74
"WLM2009_e1","WLM2009_e1_13","r1neg18",0,"ColourImage","ValenceNegative",5,"Include",75
"WLM2009_e1","WLM2009_e1_13","r1neu21",0,"ColourImage","ValenceNeutral",3,"Include",76
"WLM2009_e1","WLM2009_e1_13","neu9",1,"ColourImage","ValenceNeutral",10,"Include",77
"WLM2009_e1","WLM2009_e1_13","neg6",1,"ColourImage","ValenceNegative",20,"Include",78
"WLM2009_e1","WLM2009_e1_13","r1neg20",0,"ColourImage","ValenceNegative",3,"Include",79
"WLM2009_e1","WLM2009_e1_13","r1pos11",0,"ColourImage","ValencePositive",11,"Include",80
"WLM2009_e1","WLM2009_e1_13","pos28",1,"ColourImage","ValencePositive",20,"Include",81
"WLM2009_e1","WLM2009_e1_13","neu25",1,"ColourImage","ValenceNeutral",15,"Include",82
"WLM2009_e1","WLM2009_e1_13","r1pos27",0,"ColourImage","ValencePositive",9,"Include",83
"WLM2009_e1","WLM2009_e1_13","r1pos23",0,"ColourImage","ValencePositive",12,"Include",84
"WLM2009_e1","WLM2009_e1_13","neg22",1,"ColourImage","ValenceNegative",20,"Include",85
"WLM2009_e1","WLM2009_e1_13","r1neg16",0,"ColourImage","ValenceNegative",11,"Include",86
"WLM2009_e1","WLM2009_e1_13","r1neu27",0,"ColourImage","ValenceNeutral",4,"Include",87
"WLM2009_e1","WLM2009_e1_13","pos5",1,"ColourImage","ValencePositive",19,"Include",88
"WLM2009_e1","WLM2009_e1_13","r1neu9",0,"ColourImage","ValenceNeutral",11,"Include",89
"WLM2009_e1","WLM2009_e1_13","r1neg7",0,"ColourImage","ValenceNegative",4,"Include",90
"WLM2009_e1","WLM2009_e1_13","neu16",1,"ColourImage","ValenceNeutral",10,"Include",91
"WLM2009_e1","WLM2009_e1_13","pos19",1,"ColourImage","ValencePositive",20,"Include",92
"WLM2009_e1","WLM2009_e1_13","r1pos26",0,"ColourImage","ValencePositive",5,"Include",93
"WLM2009_e1","WLM2009_e1_13","r1neu11",0,"ColourImage","ValenceNeutral",6,"Include",94
"WLM2009_e1","WLM2009_e1_13","neu12",1,"ColourImage","ValenceNeutral",8,"Include",95
"WLM2009_e1","WLM2009_e1_13","r1neg3",0,"ColourImage","ValenceNegative",8,"Include",96
"WLM2009_e1","WLM2009_e1_13","neg18",1,"ColourImage","ValenceNegative",20,"Include",97
"WLM2009_e1","WLM2009_e1_13","r1pos5",0,"ColourImage","ValencePositive",4,"Include",98
"WLM2009_e1","WLM2009_e1_13","pos25",1,"ColourImage","ValencePositive",20,"Include",99
"WLM2009_e1","WLM2009_e1_13","neg30",1,"ColourImage","ValenceNegative",20,"Include",100
"WLM2009_e1","WLM2009_e1_13","r1pos12",0,"ColourImage","ValencePositive",10,"Include",101
"WLM2009_e1","WLM2009_e1_13","neg5",1,"ColourImage","ValenceNegative",20,"Include",102
"WLM2009_e1","WLM2009_e1_13","pos21",1,"ColourImage","ValencePositive",19,"Include",103
"WLM2009_e1","WLM2009_e1_13","r1neg17",0,"ColourImage","ValenceNegative",8,"Include",104
"WLM2009_e1","WLM2009_e1_13","r1pos25",0,"ColourImage","ValencePositive",7,"Include",105
"WLM2009_e1","WLM2009_e1_13","neu7",1,"ColourImage","ValenceNeutral",12,"Include",106
"WLM2009_e1","WLM2009_e1_13","pos4",1,"ColourImage","ValencePositive",20,"Include",107
"WLM2009_e1","WLM2009_e1_13","r1neg25",0,"ColourImage","ValenceNegative",4,"Include",108
"WLM2009_e1","WLM2009_e1_13","r1neu18",0,"ColourImage","ValenceNeutral",4,"Include",109
"WLM2009_e1","WLM2009_e1_13","neu30",1,"ColourImage","ValenceNeutral",20,"Include",110
"WLM2009_e1","WLM2009_e1_13","neg1",1,"ColourImage","ValenceNegative",20,"Include",111
"WLM2009_e1","WLM2009_e1_13","r1neg19",0,"ColourImage","ValenceNegative",3,"Include",112
"WLM2009_e1","WLM2009_e1_13","r1pos19",0,"ColourImage","ValencePositive",7,"Include",113
"WLM2009_e1","WLM2009_e1_13","neg14",1,"ColourImage","ValenceNegative",17,"Include",114
"WLM2009_e1","WLM2009_e1_13","neu26",1,"ColourImage","ValenceNeutral",19,"Include",115
"WLM2009_e1","WLM2009_e1_13","r1neg12",0,"ColourImage","ValenceNegative",12,"Include",116
"WLM2009_e1","WLM2009_e1_13","pos1",1,"ColourImage","ValencePositive",20,"Include",117
"WLM2009_e1","WLM2009_e1_13","r1neu8",0,"ColourImage","ValenceNeutral",8,"Include",118
"WLM2009_e1","WLM2009_e1_13","pos2",1,"ColourImage","ValencePositive",16,"Include",119
"WLM2009_e1","WLM2009_e1_13","neu6",1,"ColourImage","ValenceNeutral",20,"Include",120
"WLM2009_e1","WLM2009_e1_13","r1pos7",0,"ColourImage","ValencePositive",7,"Include",121
"WLM2009_e1","WLM2009_e1_13","pos8",1,"ColourImage","ValencePositive",20,"Include",122
"WLM2009_e1","WLM2009_e1_13","neg9",1,"ColourImage","ValenceNegative",20,"Include",123
"WLM2009_e1","WLM2009_e1_13","r1neg26",0,"ColourImage","ValenceNegative",3,"Include",124
"WLM2009_e1","WLM2009_e1_13","r1neu4",0,"ColourImage","ValenceNeutral",6,"Include",125
"WLM2009_e1","WLM2009_e1_13","neg11",1,"ColourImage","ValenceNegative",20,"Include",126
"WLM2009_e1","WLM2009_e1_13","neu21",1,"ColourImage","ValenceNeutral",18,"Include",127
"WLM2009_e1","WLM2009_e1_13","r1pos24",0,"ColourImage","ValencePositive",10,"Include",128
"WLM2009_e1","WLM2009_e1_13","r1neu1",0,"ColourImage","ValenceNeutral",10,"Include",129
"WLM2009_e1","WLM2009_e1_13","neg16",1,"ColourImage","ValenceNegative",20,"Include",130
"WLM2009_e1","WLM2009_e1_13","r1neu2",0,"ColourImage","ValenceNeutral",10,"Include",131
"WLM2009_e1","WLM2009_e1_13","pos16",1,"ColourImage","ValencePositive",20,"Include",132
"WLM2009_e1","WLM2009_e1_13","r1neg24",0,"ColourImage","ValenceNegative",6,"Include",133
"WLM2009_e1","WLM2009_e1_13","r1pos8",0,"ColourImage","ValencePositive",3,"Include",134
"WLM2009_e1","WLM2009_e1_13","neu20",1,"ColourImage","ValenceNeutral",14,"Include",135
"WLM2009_e1","WLM2009_e1_13","neu8",1,"ColourImage","ValenceNeutral",19,"Include",136
"WLM2009_e1","WLM2009_e1_13","r1pos10",0,"ColourImage","ValencePositive",8,"Include",137
"WLM2009_e1","WLM2009_e1_13","neg12",1,"ColourImage","ValenceNegative",20,"Include",138
"WLM2009_e1","WLM2009_e1_13","pos11",1,"ColourImage","ValencePositive",20,"Include",139
"WLM2009_e1","WLM2009_e1_13","r1neg22",0,"ColourImage","ValenceNegative",10,"Include",140
"WLM2009_e1","WLM2009_e1_13","r1neu6",0,"ColourImage","ValenceNeutral",10,"Include",141
"WLM2009_e1","WLM2009_e1_13","neg28",1,"ColourImage","ValenceNegative",20,"Include",142
"WLM2009_e1","WLM2009_e1_13","neu27",1,"ColourImage","ValenceNeutral",15,"Include",143
"WLM2009_e1","WLM2009_e1_13","r1neg9",0,"ColourImage","ValenceNegative",9,"Include",144
"WLM2009_e1","WLM2009_e1_13","pos29",1,"ColourImage","ValencePositive",20,"Include",145
"WLM2009_e1","WLM2009_e1_13","r1pos9",0,"ColourImage","ValencePositive",11,"Include",146
"WLM2009_e1","WLM2009_e1_13","r1neu24",0,"ColourImage","ValenceNeutral",10,"Include",147
"WLM2009_e1","WLM2009_e1_13","neg21",1,"ColourImage","ValenceNegative",20,"Include",148
"WLM2009_e1","WLM2009_e1_13","neu23",1,"ColourImage","ValenceNeutral",20,"Include",149
"WLM2009_e1","WLM2009_e1_13","r1pos16",0,"ColourImage","ValencePositive",8,"Include",150
"WLM2009_e1","WLM2009_e1_13","pos22",1,"ColourImage","ValencePositive",18,"Include",151
"WLM2009_e1","WLM2009_e1_13","r1neg21",0,"ColourImage","ValenceNegative",16,"Include",152
"WLM2009_e1","WLM2009_e1_13","r1neu30",0,"ColourImage","ValenceNeutral",4,"Include",153
"WLM2009_e1","WLM2009_e1_13","neg26",1,"ColourImage","ValenceNegative",13,"Include",154
"WLM2009_e1","WLM2009_e1_13","r1neg5",0,"ColourImage","ValenceNegative",14,"Include",155
"WLM2009_e1","WLM2009_e1_13","neu5",1,"ColourImage","ValenceNeutral",9,"Include",156
"WLM2009_e1","WLM2009_e1_13","r1neg27",0,"ColourImage","ValenceNegative",4,"Include",157
"WLM2009_e1","WLM2009_e1_13","r1pos15",0,"ColourImage","ValencePositive",8,"Include",158
"WLM2009_e1","WLM2009_e1_13","pos6",1,"ColourImage","ValencePositive",9,"Include",159
"WLM2009_e1","WLM2009_e1_13","r1neu19",0,"ColourImage","ValenceNeutral",4,"Include",160
"WLM2009_e1","WLM2009_e1_13","neg20",1,"ColourImage","ValenceNegative",20,"Include",161
"WLM2009_e1","WLM2009_e1_13","pos12",1,"ColourImage","ValencePositive",20,"Include",162
"WLM2009_e1","WLM2009_e1_13","r1neu20",0,"ColourImage","ValenceNeutral",11,"Include",163
"WLM2009_e1","WLM2009_e1_13","r1neu22",0,"ColourImage","ValenceNeutral",11,"Include",164
"WLM2009_e1","WLM2009_e1_13","neg13",1,"ColourImage","ValenceNegative",20,"Include",165
"WLM2009_e1","WLM2009_e1_13","r1neg29",0,"ColourImage","ValenceNegative",2,"Include",166
"WLM2009_e1","WLM2009_e1_13","pos3",1,"ColourImage","ValencePositive",19,"Include",167
"WLM2009_e1","WLM2009_e1_13","r1pos2",0,"ColourImage","ValencePositive",5,"Include",168
"WLM2009_e1","WLM2009_e1_13","r1neg8",0,"ColourImage","ValenceNegative",6,"Include",169
"WLM2009_e1","WLM2009_e1_13","neu11",1,"ColourImage","ValenceNeutral",20,"Include",170
"WLM2009_e1","WLM2009_e1_13","pos9",1,"ColourImage","ValencePositive",3,"Include",171
"WLM2009_e1","WLM2009_e1_13","r1pos1",0,"ColourImage","ValencePositive",1,"Include",172
"WLM2009_e1","WLM2009_e1_13","r1neg6",0,"ColourImage","ValenceNegative",11,"Include",173
"WLM2009_e1","WLM2009_e1_13","neu1",1,"ColourImage","ValenceNeutral",17,"Include",174
"WLM2009_e1","WLM2009_e1_13","neg24",1,"ColourImage","ValenceNegative",20,"Include",175
"WLM2009_e1","WLM2009_e1_13","r1neu17",0,"ColourImage","ValenceNeutral",11,"Include",176
"WLM2009_e1","WLM2009_e1_13","r1pos4",0,"ColourImage","ValencePositive",10,"Include",177
"WLM2009_e1","WLM2009_e1_13","neu19",1,"ColourImage","ValenceNeutral",10,"Include",178
"WLM2009_e1","WLM2009_e1_13","r1neu7",0,"ColourImage","ValenceNeutral",11,"Include",179
"WLM2009_e1","WLM2009_e1_13","pos20",1,"ColourImage","ValencePositive",19,"Include",180
"WLM2009_e1","WLM2009_e1_14","r1neu16",0,"ColourImage","ValenceNeutral",17,"Include",1
"WLM2009_e1","WLM2009_e1_14","pos23",1,"ColourImage","ValencePositive",4,"Include",2
"WLM2009_e1","WLM2009_e1_14","r1neg28",0,"ColourImage","ValenceNegative",6,"Include",3
"WLM2009_e1","WLM2009_e1_14","r1neu15",0,"ColourImage","ValenceNeutral",6,"Include",4
"WLM2009_e1","WLM2009_e1_14","neu10",1,"ColourImage","ValenceNeutral",18,"Include",5
"WLM2009_e1","WLM2009_e1_14","neg23",1,"ColourImage","ValenceNegative",20,"Include",6
"WLM2009_e1","WLM2009_e1_14","r1pos17",0,"ColourImage","ValencePositive",18,"Include",7
"WLM2009_e1","WLM2009_e1_14","neg2",1,"ColourImage","ValenceNegative",20,"Include",8
"WLM2009_e1","WLM2009_e1_14","neg8",1,"ColourImage","ValenceNegative",20,"Include",9
"WLM2009_e1","WLM2009_e1_14","r1neu13",0,"ColourImage","ValenceNeutral",4,"Include",10
"WLM2009_e1","WLM2009_e1_14","r1pos14",0,"ColourImage","ValencePositive",3,"Include",11
"WLM2009_e1","WLM2009_e1_14","neu18",1,"ColourImage","ValenceNeutral",17,"Include",12
"WLM2009_e1","WLM2009_e1_14","pos10",1,"ColourImage","ValencePositive",3,"Include",13
"WLM2009_e1","WLM2009_e1_14","r1neg15",0,"ColourImage","ValenceNegative",2,"Include",14
"WLM2009_e1","WLM2009_e1_14","neu22",1,"ColourImage","ValenceNeutral",3,"Include",15
"WLM2009_e1","WLM2009_e1_14","r1neg4",0,"ColourImage","ValenceNegative",16,"Include",16
"WLM2009_e1","WLM2009_e1_14","r1neg23",0,"ColourImage","ValenceNegative",3,"Include",17
"WLM2009_e1","WLM2009_e1_14","neu29",1,"ColourImage","ValenceNeutral",17,"Include",18
"WLM2009_e1","WLM2009_e1_14","pos7",1,"ColourImage","ValencePositive",20,"Include",19
"WLM2009_e1","WLM2009_e1_14","r1pos30",0,"ColourImage","ValencePositive",1,"Include",20
"WLM2009_e1","WLM2009_e1_14","neu15",1,"ColourImage","ValenceNeutral",20,"Include",21
"WLM2009_e1","WLM2009_e1_14","r1neu14",0,"ColourImage","ValenceNeutral",2,"Include",22
"WLM2009_e1","WLM2009_e1_14","r1neg1",0,"ColourImage","ValenceNegative",19,"Include",23
"WLM2009_e1","WLM2009_e1_14","pos15",1,"ColourImage","ValencePositive",20,"Include",24
"WLM2009_e1","WLM2009_e1_14","pos18",1,"ColourImage","ValencePositive",20,"Include",25
"WLM2009_e1","WLM2009_e1_14","r1neg2",0,"ColourImage","ValenceNegative",3,"Include",26
"WLM2009_e1","WLM2009_e1_14","neg15",1,"ColourImage","ValenceNegative",19,"Include",27
"WLM2009_e1","WLM2009_e1_14","r1pos22",0,"ColourImage","ValencePositive",4,"Include",28
"WLM2009_e1","WLM2009_e1_14","r1neu12",0,"ColourImage","ValenceNeutral",18,"Include",29
"WLM2009_e1","WLM2009_e1_14","neg17",1,"ColourImage","ValenceNegative",19,"Include",30
"WLM2009_e1","WLM2009_e1_14","neu14",1,"ColourImage","ValenceNeutral",3,"Include",31
"WLM2009_e1","WLM2009_e1_14","r1pos6",0,"ColourImage","ValencePositive",7,"Include",32
"WLM2009_e1","WLM2009_e1_14","pos30",1,"ColourImage","ValencePositive",20,"Include",33
"WLM2009_e1","WLM2009_e1_14","neg3",1,"ColourImage","ValenceNegative",20,"Include",34
"WLM2009_e1","WLM2009_e1_14","r1pos3",0,"ColourImage","ValencePositive",2,"Include",35
"WLM2009_e1","WLM2009_e1_14","r1neg13",0,"ColourImage","ValenceNegative",2,"Include",36
"WLM2009_e1","WLM2009_e1_14","neu13",1,"ColourImage","ValenceNeutral",15,"Include",37
"WLM2009_e1","WLM2009_e1_14","r1pos28",0,"ColourImage","ValencePositive",6,"Include",38
"WLM2009_e1","WLM2009_e1_14","r1neu3",0,"ColourImage","ValenceNeutral",3,"Include",39
"WLM2009_e1","WLM2009_e1_14","neg27",1,"ColourImage","ValenceNegative",19,"Include",40
"WLM2009_e1","WLM2009_e1_14","r1neu10",0,"ColourImage","ValenceNeutral",2,"Include",41
"WLM2009_e1","WLM2009_e1_14","r1pos29",0,"ColourImage","ValencePositive",9,"Include",42
"WLM2009_e1","WLM2009_e1_14","neu4",1,"ColourImage","ValenceNeutral",9,"Include",43
"WLM2009_e1","WLM2009_e1_14","pos14",1,"ColourImage","ValencePositive",20,"Include",44
"WLM2009_e1","WLM2009_e1_14","r1neg10",0,"ColourImage","ValenceNegative",2,"Include",45
"WLM2009_e1","WLM2009_e1_14","neg10",1,"ColourImage","ValenceNegative",20,"Include",46
"WLM2009_e1","WLM2009_e1_14","pos26",1,"ColourImage","ValencePositive",18,"Include",47
"WLM2009_e1","WLM2009_e1_14","r1neu26",0,"ColourImage","ValenceNeutral",3,"Include",48
"WLM2009_e1","WLM2009_e1_14","neg29",1,"ColourImage","ValenceNegative",20,"Include",49
"WLM2009_e1","WLM2009_e1_14","pos24",1,"ColourImage","ValencePositive",5,"Include",50
"WLM2009_e1","WLM2009_e1_14","r1pos18",0,"ColourImage","ValencePositive",1,"Include",51
"WLM2009_e1","WLM2009_e1_14","neu28",1,"ColourImage","ValenceNeutral",10,"Include",52
"WLM2009_e1","WLM2009_e1_14","r1neg14",0,"ColourImage","ValenceNegative",3,"Include",53
"WLM2009_e1","WLM2009_e1_14","r1neu23",0,"ColourImage","ValenceNeutral",4,"Include",54
"WLM2009_e1","WLM2009_e1_14","neu2",1,"ColourImage","ValenceNeutral",17,"Include",55
"WLM2009_e1","WLM2009_e1_14","r1neg11",0,"ColourImage","ValenceNegative",13,"Include",56
"WLM2009_e1","WLM2009_e1_14","pos17",1,"ColourImage","ValencePositive",20,"Include",57
"WLM2009_e1","WLM2009_e1_14","r1neu5",0,"ColourImage","ValenceNeutral",6,"Include",58
"WLM2009_e1","WLM2009_e1_14","neg4",1,"ColourImage","ValenceNegative",13,"Include",59
"WLM2009_e1","WLM2009_e1_14","neg19",1,"ColourImage","ValenceNegative",3,"Include",60
"WLM2009_e1","WLM2009_e1_14","r1neu29",0,"ColourImage","ValenceNeutral",1,"Include",61
"WLM2009_e1","WLM2009_e1_14","pos27",1,"ColourImage","ValencePositive",20,"Include",62
"WLM2009_e1","WLM2009_e1_14","r1neu25",0,"ColourImage","ValenceNeutral",3,"Include",63
"WLM2009_e1","WLM2009_e1_14","pos13",1,"ColourImage","ValencePositive",19,"Include",64
"WLM2009_e1","WLM2009_e1_14","r1pos21",0,"ColourImage","ValencePositive",3,"Include",65
"WLM2009_e1","WLM2009_e1_14","neu17",1,"ColourImage","ValenceNeutral",4,"Include",66
"WLM2009_e1","WLM2009_e1_14","neg25",1,"ColourImage","ValenceNegative",20,"Include",67
"WLM2009_e1","WLM2009_e1_14","r1neg30",0,"ColourImage","ValenceNegative",1,"Include",68
"WLM2009_e1","WLM2009_e1_14","r1pos13",0,"ColourImage","ValencePositive",4,"Include",69
"WLM2009_e1","WLM2009_e1_14","neu3",1,"ColourImage","ValenceNeutral",4,"Include",70
"WLM2009_e1","WLM2009_e1_14","r1pos20",0,"ColourImage","ValencePositive",3,"Include",71
"WLM2009_e1","WLM2009_e1_14","r1neu28",0,"ColourImage","ValenceNeutral",9,"Include",72
"WLM2009_e1","WLM2009_e1_14","neu24",1,"ColourImage","ValenceNeutral",19,"Include",73
"WLM2009_e1","WLM2009_e1_14","neg7",1,"ColourImage","ValenceNegative",20,"Include",74
"WLM2009_e1","WLM2009_e1_14","r1neg18",0,"ColourImage","ValenceNegative",4,"Include",75
"WLM2009_e1","WLM2009_e1_14","r1neu21",0,"ColourImage","ValenceNeutral",4,"Include",76
"WLM2009_e1","WLM2009_e1_14","neu9",1,"ColourImage","ValenceNeutral",15,"Include",77
"WLM2009_e1","WLM2009_e1_14","neg6",1,"ColourImage","ValenceNegative",20,"Include",78
"WLM2009_e1","WLM2009_e1_14","r1neg20",0,"ColourImage","ValenceNegative",2,"Include",79
"WLM2009_e1","WLM2009_e1_14","r1pos11",0,"ColourImage","ValencePositive",3,"Include",80
"WLM2009_e1","WLM2009_e1_14","pos28",1,"ColourImage","ValencePositive",20,"Include",81
"WLM2009_e1","WLM2009_e1_14","neu25",1,"ColourImage","ValenceNeutral",13,"Include",82
"WLM2009_e1","WLM2009_e1_14","r1pos27",0,"ColourImage","ValencePositive",8,"Include",83
"WLM2009_e1","WLM2009_e1_14","r1pos23",0,"ColourImage","ValencePositive",15,"Include",84
"WLM2009_e1","WLM2009_e1_14","neg22",1,"ColourImage","ValenceNegative",20,"Include",85
"WLM2009_e1","WLM2009_e1_14","r1neg16",0,"ColourImage","ValenceNegative",2,"Include",86
"WLM2009_e1","WLM2009_e1_14","r1neu27",0,"ColourImage","ValenceNeutral",2,"Include",87
"WLM2009_e1","WLM2009_e1_14","pos5",1,"ColourImage","ValencePositive",1,"Include",88
"WLM2009_e1","WLM2009_e1_14","r1neu9",0,"ColourImage","ValenceNeutral",7,"Include",89
"WLM2009_e1","WLM2009_e1_14","r1neg7",0,"ColourImage","ValenceNegative",4,"Include",90
"WLM2009_e1","WLM2009_e1_14","neu16",1,"ColourImage","ValenceNeutral",6,"Include",91
"WLM2009_e1","WLM2009_e1_14","pos19",1,"ColourImage","ValencePositive",19,"Include",92
"WLM2009_e1","WLM2009_e1_14","r1pos26",0,"ColourImage","ValencePositive",3,"Include",93
"WLM2009_e1","WLM2009_e1_14","r1neu11",0,"ColourImage","ValenceNeutral",4,"Include",94
"WLM2009_e1","WLM2009_e1_14","neu12",1,"ColourImage","ValenceNeutral",5,"Include",95
"WLM2009_e1","WLM2009_e1_14","r1neg3",0,"ColourImage","ValenceNegative",4,"Include",96
"WLM2009_e1","WLM2009_e1_14","neg18",1,"ColourImage","ValenceNegative",20,"Include",97
"WLM2009_e1","WLM2009_e1_14","r1pos5",0,"ColourImage","ValencePositive",3,"Include",98
"WLM2009_e1","WLM2009_e1_14","pos25",1,"ColourImage","ValencePositive",18,"Include",99
"WLM2009_e1","WLM2009_e1_14","neg30",1,"ColourImage","ValenceNegative",8,"Include",100
"WLM2009_e1","WLM2009_e1_14","r1pos12",0,"ColourImage","ValencePositive",17,"Include",101
"WLM2009_e1","WLM2009_e1_14","neg5",1,"ColourImage","ValenceNegative",19,"Include",102
"WLM2009_e1","WLM2009_e1_14","pos21",1,"ColourImage","ValencePositive",19,"Include",103
"WLM2009_e1","WLM2009_e1_14","r1neg17",0,"ColourImage","ValenceNegative",8,"Include",104
"WLM2009_e1","WLM2009_e1_14","r1pos25",0,"ColourImage","ValencePositive",8,"Include",105
"WLM2009_e1","WLM2009_e1_14","neu7",1,"ColourImage","ValenceNeutral",19,"Include",106
"WLM2009_e1","WLM2009_e1_14","pos4",1,"ColourImage","ValencePositive",3,"Include",107
"WLM2009_e1","WLM2009_e1_14","r1neg25",0,"ColourImage","ValenceNegative",9,"Include",108
"WLM2009_e1","WLM2009_e1_14","r1neu18",0,"ColourImage","ValenceNeutral",9,"Include",109
"WLM2009_e1","WLM2009_e1_14","neu30",1,"ColourImage","ValenceNeutral",4,"Include",110
"WLM2009_e1","WLM2009_e1_14","neg1",1,"ColourImage","ValenceNegative",20,"Include",111
"WLM2009_e1","WLM2009_e1_14","r1neg19",0,"ColourImage","ValenceNegative",3,"Include",112
"WLM2009_e1","WLM2009_e1_14","r1pos19",0,"ColourImage","ValencePositive",18,"Include",113
"WLM2009_e1","WLM2009_e1_14","neg14",1,"ColourImage","ValenceNegative",19,"Include",114
"WLM2009_e1","WLM2009_e1_14","neu26",1,"ColourImage","ValenceNeutral",15,"Include",115
"WLM2009_e1","WLM2009_e1_14","r1neg12",0,"ColourImage","ValenceNegative",2,"Include",116
"WLM2009_e1","WLM2009_e1_14","pos1",1,"ColourImage","ValencePositive",20,"Include",117
"WLM2009_e1","WLM2009_e1_14","r1neu8",0,"ColourImage","ValenceNeutral",8,"Include",118
"WLM2009_e1","WLM2009_e1_14","pos2",1,"ColourImage","ValencePositive",13,"Include",119
"WLM2009_e1","WLM2009_e1_14","neu6",1,"ColourImage","ValenceNeutral",6,"Include",120
"WLM2009_e1","WLM2009_e1_14","r1pos7",0,"ColourImage","ValencePositive",17,"Include",121
"WLM2009_e1","WLM2009_e1_14","pos8",1,"ColourImage","ValencePositive",19,"Include",122
"WLM2009_e1","WLM2009_e1_14","neg9",1,"ColourImage","ValenceNegative",18,"Include",123
"WLM2009_e1","WLM2009_e1_14","r1neg26",0,"ColourImage","ValenceNegative",2,"Include",124
"WLM2009_e1","WLM2009_e1_14","r1neu4",0,"ColourImage","ValenceNeutral",4,"Include",125
"WLM2009_e1","WLM2009_e1_14","neg11",1,"ColourImage","ValenceNegative",18,"Include",126
"WLM2009_e1","WLM2009_e1_14","neu21",1,"ColourImage","ValenceNeutral",19,"Include",127
"WLM2009_e1","WLM2009_e1_14","r1pos24",0,"ColourImage","ValencePositive",19,"Include",128
"WLM2009_e1","WLM2009_e1_14","r1neu1",0,"ColourImage","ValenceNeutral",7,"Include",129
"WLM2009_e1","WLM2009_e1_14","neg16",1,"ColourImage","ValenceNegative",20,"Include",130
"WLM2009_e1","WLM2009_e1_14","r1neu2",0,"ColourImage","ValenceNeutral",2,"Include",131
"WLM2009_e1","WLM2009_e1_14","pos16",1,"ColourImage","ValencePositive",20,"Include",132
"WLM2009_e1","WLM2009_e1_14","r1neg24",0,"ColourImage","ValenceNegative",2,"Include",133
"WLM2009_e1","WLM2009_e1_14","r1pos8",0,"ColourImage","ValencePositive",1,"Include",134
"WLM2009_e1","WLM2009_e1_14","neu20",1,"ColourImage","ValenceNeutral",8,"Include",135
"WLM2009_e1","WLM2009_e1_14","neu8",1,"ColourImage","ValenceNeutral",8,"Include",136
"WLM2009_e1","WLM2009_e1_14","r1pos10",0,"ColourImage","ValencePositive",13,"Include",137
"WLM2009_e1","WLM2009_e1_14","neg12",1,"ColourImage","ValenceNegative",16,"Include",138
"WLM2009_e1","WLM2009_e1_14","pos11",1,"ColourImage","ValencePositive",17,"Include",139
