"exp","id","block","item","isold","condition1","rating","RT","excluding"
"JW2019_e1","JW2019_e1_11",6,"'asparagus.bmp'",1,"Arrythmic",6,922,"Include"
"JW2019_e1","JW2019_e1_11",6,"'torch.bmp'",1,"Arrythmic",6,1111,"Include"
"JW2019_e1","JW2019_e1_11",6,"'zebra.bmp'",1,"Arrythmic",6,459,"Include"
"JW2019_e1","JW2019_e1_11",6,"'stapler.bmp'",1,"Arrythmic",5,1167,"Include"
"JW2019_e1","JW2019_e1_11",6,"'towel.bmp'",1,"Arrythmic",4,431,"Include"
"JW2019_e1","JW2019_e1_11",6,"'bikehelmet.bmp'",1,"Arrythmic",4,788,"Include"
"JW2019_e1","JW2019_e1_11",6,"'cow.bmp'",1,"Arrythmic",6,4176,"Include"
"JW2019_e1","JW2019_e1_11",6,"'broom.bmp'",1,"Arrythmic",4,45,"Include"
"JW2019_e1","JW2019_e1_11",6,"'accordion.bmp'",1,"Arrythmic",6,979,"Include"
"JW2019_e1","JW2019_e1_11",6,"'cat.bmp'",1,"Arrythmic",6,697,"Include"
"JW2019_e1","JW2019_e1_11",6,"'drawingpins.bmp'",1,"Arrythmic",4,185,"Include"
"JW2019_e1","JW2019_e1_11",6,"'rake.bmp'",0,"Arrythmic",5,1546,"Include"
"JW2019_e1","JW2019_e1_11",6,"'violin.bmp'",0,"Arrythmic",5,1792,"Include"
"JW2019_e1","JW2019_e1_11",6,"'babybottle.bmp'",0,"Arrythmic",4,409,"Include"
"JW2019_e1","JW2019_e1_11",6,"'brush3.bmp'",0,"Arrythmic",6,314,"Include"
"JW2019_e1","JW2019_e1_11",6,"'comb.bmp'",0,"Arrythmic",4,1053,"Include"
"JW2019_e1","JW2019_e1_11",6,"'ladle.bmp'",0,"Arrythmic",5,1980,"Include"
"JW2019_e1","JW2019_e1_11",6,"'alarmclock.bmp'",0,"Arrythmic",5,439,"Include"
"JW2019_e1","JW2019_e1_11",6,"'glasses.bmp'",0,"Arrythmic",4,446,"Include"
"JW2019_e1","JW2019_e1_11",6,"'pepper.bmp'",0,"Arrythmic",5,217,"Include"
"JW2019_e1","JW2019_e1_11",6,"'dog.bmp'",0,"Arrythmic",4,1520,"Include"
"JW2019_e1","JW2019_e1_11",6,"'tiger.bmp'",0,"Arrythmic",5,603,"Include"
"JW2019_e1","JW2019_e1_11",6,"'lipstick.bmp'",1,"Arrythmic",2,4142,"Include"
"JW2019_e1","JW2019_e1_11",6,"'desk.bmp'",1,"Arrythmic",3,2708,"Include"
"JW2019_e1","JW2019_e1_11",6,"'peppermill.bmp'",1,"Arrythmic",2,910,"Include"
"JW2019_e1","JW2019_e1_11",6,"'garlic.bmp'",1,"Arrythmic",1,1851,"Include"
"JW2019_e1","JW2019_e1_11",6,"'boot.bmp'",1,"Arrythmic",2,1072,"Include"
"JW2019_e1","JW2019_e1_11",6,"'tractor3.bmp'",1,"Arrythmic",3,585,"Include"
"JW2019_e1","JW2019_e1_11",6,"'walkman.bmp'",1,"Arrythmic",2,954,"Include"
"JW2019_e1","JW2019_e1_11",6,"'folder2.bmp'",1,"Arrythmic",2,154,"Include"
"JW2019_e1","JW2019_e1_11",6,"'trumpet.bmp'",1,"Arrythmic",2,1923,"Include"
"JW2019_e1","JW2019_e1_11",6,"'camera.bmp'",1,"Arrythmic",3,1352,"Include"
"JW2019_e1","JW2019_e1_11",6,"'tie.bmp'",1,"Arrythmic",2,705,"Include"
"JW2019_e1","JW2019_e1_11",6,"'airplane.bmp'",1,"Arrythmic",2,563,"Include"
"JW2019_e1","JW2019_e1_11",6,"'guitar.bmp'",1,"Arrythmic",3,3251,"Include"
"JW2019_e1","JW2019_e1_11",6,"'bowl.bmp'",1,"Arrythmic",2,154,"Include"
"JW2019_e1","JW2019_e1_11",6,"'sofa.bmp'",1,"Arrythmic",3,543,"Include"
"JW2019_e1","JW2019_e1_11",6,"'dustpan.bmp'",1,"Arrythmic",2,376,"Include"
"JW2019_e1","JW2019_e1_11",6,"'knife.bmp'",1,"Arrythmic",2,800,"Include"
"JW2019_e1","JW2019_e1_11",6,"'caravan.bmp'",1,"Arrythmic",3,1982,"Include"
"JW2019_e1","JW2019_e1_11",6,"'jukebox.bmp'",0,"Arrythmic",2,1567,"Include"
"JW2019_e1","JW2019_e1_11",6,"'tshirt.bmp'",0,"Arrythmic",3,1959,"Include"
"JW2019_e1","JW2019_e1_11",6,"'sail_boat.bmp'",0,"Arrythmic",2,2467,"Include"
"JW2019_e1","JW2019_e1_11",6,"'runningshoe.bmp'",0,"Arrythmic",2,1277,"Include"
"JW2019_e1","JW2019_e1_11",6,"'mixer.bmp'",0,"Arrythmic",3,1222,"Include"
"JW2019_e1","JW2019_e1_11",6,"'greenonion.bmp'",0,"Arrythmic",3,1452,"Include"
"JW2019_e1","JW2019_e1_11",6,"'bottle.bmp'",0,"Arrythmic",3,616,"Include"
"JW2019_e1","JW2019_e1_11",6,"'pizza.bmp'",0,"Arrythmic",1,542,"Include"
"JW2019_e1","JW2019_e1_11",6,"'apple.bmp'",0,"Arrythmic",2,461,"Include"
"JW2019_e1","JW2019_e1_11",6,"'jewelrybox.bmp'",0,"Arrythmic",3,919,"Include"
"JW2019_e1","JW2019_e1_11",6,"'dice.bmp'",0,"Arrythmic",2,1977,"Include"
"JW2019_e1","JW2019_e1_11",6,"'bike.bmp'",0,"Arrythmic",2,1051,"Include"
"JW2019_e1","JW2019_e1_11",6,"'flannel.bmp'",0,"Arrythmic",3,352,"Include"
"JW2019_e1","JW2019_e1_11",6,"'envelope.bmp'",0,"Arrythmic",3,374,"Include"
"JW2019_e1","JW2019_e1_11",6,"'battery.bmp'",0,"Arrythmic",2,120,"Include"
"JW2019_e1","JW2019_e1_11",6,"'dresser3.bmp'",0,"Arrythmic",2,4180,"Include"
"JW2019_e1","JW2019_e1_11",6,"'ceilingfan.bmp'",0,"Arrythmic",3,199,"Include"
"JW2019_e1","JW2019_e1_11",6,"'belt.bmp'",0,"Arrythmic",3,1141,"Include"
"JW2019_e1","JW2019_e1_11",6,"'submarine.bmp'",0,"Arrythmic",3,524,"Include"
"JW2019_e1","JW2019_e1_11",6,"'rubberband.bmp'",0,"Arrythmic",3,574,"Include"
"JW2019_e1","JW2019_e1_11",6,"'spatula2.bmp'",0,"Arrythmic",2,65,"Include"
"JW2019_e1","JW2019_e1_11",6,"'umbrella.bmp'",0,"Arrythmic",2,1547,"Include"
"JW2019_e1","JW2019_e1_11",6,"'tortoise.bmp'",0,"Arrythmic",1,904,"Include"
"JW2019_e1","JW2019_e1_11",6,"'speakers.bmp'",0,"Arrythmic",2,462,"Include"
"JW2019_e1","JW2019_e1_11",6,"'bear.bmp'",0,"Arrythmic",1,950,"Include"
"JW2019_e1","JW2019_e1_11",6,"'washing_machine.bmp'",0,"Arrythmic",3,117,"Include"
"JW2019_e1","JW2019_e1_11",6,"'screw2.bmp'",0,"Arrythmic",2,1048,"Include"
"JW2019_e1","JW2019_e1_11",6,"'memorystick.bmp'",0,"Arrythmic",2,299,"Include"
"JW2019_e1","JW2019_e1_11",6,"'shelf.bmp'",0,"Arrythmic",3,608,"Include"
"JW2019_e1","JW2019_e1_12",1,"'tennisracket.bmp'",1,"Arrythmic",6,1129,"Include"
"JW2019_e1","JW2019_e1_12",1,"'knife3.bmp'",1,"Arrythmic",6,2390,"Include"
"JW2019_e1","JW2019_e1_12",1,"'candle3.bmp'",1,"Arrythmic",6,122,"Include"
"JW2019_e1","JW2019_e1_12",1,"'binder.bmp'",1,"Arrythmic",6,211,"Include"
"JW2019_e1","JW2019_e1_12",1,"'microwave.bmp'",1,"Arrythmic",6,67,"Include"
"JW2019_e1","JW2019_e1_12",1,"'computer_mouse.bmp'",1,"Arrythmic",6,207,"Include"
"JW2019_e1","JW2019_e1_12",1,"'grater2.bmp'",1,"Arrythmic",6,268,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cracker.bmp'",1,"Arrythmic",6,253,"Include"
"JW2019_e1","JW2019_e1_12",1,"'blueberries.bmp'",1,"Arrythmic",6,172,"Include"
"JW2019_e1","JW2019_e1_12",1,"'handrake.bmp'",1,"Arrythmic",6,129,"Include"
"JW2019_e1","JW2019_e1_12",1,"'handfan.bmp'",1,"Arrythmic",6,333,"Include"
"JW2019_e1","JW2019_e1_12",1,"'trousers.bmp'",1,"Arrythmic",6,123,"Include"
"JW2019_e1","JW2019_e1_12",1,"'stag.bmp'",1,"Arrythmic",6,75,"Include"
"JW2019_e1","JW2019_e1_12",1,"'boxcutter.bmp'",1,"Arrythmic",6,237,"Include"
"JW2019_e1","JW2019_e1_12",1,"'wheelbarrow.bmp'",1,"Arrythmic",6,196,"Include"
"JW2019_e1","JW2019_e1_12",1,"'fryingpan.bmp'",1,"Arrythmic",6,919,"Include"
"JW2019_e1","JW2019_e1_12",1,"'scarf.bmp'",1,"Arrythmic",6,466,"Include"
"JW2019_e1","JW2019_e1_12",1,"'highlighter2.bmp'",1,"Arrythmic",6,367,"Include"
"JW2019_e1","JW2019_e1_12",1,"'ferret.bmp'",1,"Arrythmic",6,78,"Include"
"JW2019_e1","JW2019_e1_12",1,"'organ.bmp'",1,"Arrythmic",6,2506,"Include"
"JW2019_e1","JW2019_e1_12",1,"'razor.bmp'",1,"Arrythmic",6,397,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cap2.bmp'",1,"Arrythmic",6,116,"Include"
"JW2019_e1","JW2019_e1_12",1,"'garlic2.bmp'",1,"Arrythmic",6,408,"Include"
"JW2019_e1","JW2019_e1_12",1,"'booty.bmp'",1,"Arrythmic",6,10,"Include"
"JW2019_e1","JW2019_e1_12",1,"'bed2.bmp'",1,"Arrythmic",6,80,"Include"
"JW2019_e1","JW2019_e1_12",1,"'corkscrew.bmp'",1,"Arrythmic",6,86,"Include"
"JW2019_e1","JW2019_e1_12",1,"'harp2.bmp'",1,"Arrythmic",6,171,"Include"
"JW2019_e1","JW2019_e1_12",1,"'skates.bmp'",1,"Arrythmic",6,75,"Include"
"JW2019_e1","JW2019_e1_12",1,"'lizard2.bmp'",1,"Arrythmic",6,71,"Include"
"JW2019_e1","JW2019_e1_12",1,"'leaf.bmp'",1,"Arrythmic",6,223,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cat2.bmp'",1,"Arrythmic",6,530,"Include"
"JW2019_e1","JW2019_e1_12",1,"'coins.bmp'",1,"Arrythmic",6,338,"Include"
"JW2019_e1","JW2019_e1_12",1,"'candle2.bmp'",1,"Arrythmic",6,7,"Include"
"JW2019_e1","JW2019_e1_12",1,"'whisk.bmp'",1,"Arrythmic",6,142,"Include"
"JW2019_e1","JW2019_e1_12",1,"'flask.bmp'",1,"Arrythmic",6,492,"Include"
"JW2019_e1","JW2019_e1_12",1,"'sausage.bmp'",0,"Arrythmic",6,139,"Include"
"JW2019_e1","JW2019_e1_12",1,"'tennisball.bmp'",0,"Arrythmic",5,1701,"Include"
"JW2019_e1","JW2019_e1_12",1,"'weight.bmp'",0,"Arrythmic",6,2244,"Include"
"JW2019_e1","JW2019_e1_12",1,"'bracket.bmp'",1,"Arrythmic",1,598,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cucumber.bmp'",1,"Arrythmic",3,4199,"Include"
"JW2019_e1","JW2019_e1_12",1,"'tube.bmp'",1,"Arrythmic",1,1149,"Include"
"JW2019_e1","JW2019_e1_12",1,"'book2.bmp'",1,"Arrythmic",2,1408,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cassette.bmp'",1,"Arrythmic",1,416,"Include"
"JW2019_e1","JW2019_e1_12",1,"'badger.bmp'",0,"Arrythmic",1,497,"Include"
"JW2019_e1","JW2019_e1_12",1,"'ball.bmp'",0,"Arrythmic",1,1285,"Include"
"JW2019_e1","JW2019_e1_12",1,"'bookcase.bmp'",0,"Arrythmic",1,376,"Include"
"JW2019_e1","JW2019_e1_12",1,"'plate.bmp'",0,"Arrythmic",1,694,"Include"
"JW2019_e1","JW2019_e1_12",1,"'camera2.bmp'",0,"Arrythmic",1,406,"Include"
"JW2019_e1","JW2019_e1_12",1,"'car.bmp'",0,"Arrythmic",1,426,"Include"
"JW2019_e1","JW2019_e1_12",1,"'flute2.bmp'",0,"Arrythmic",1,953,"Include"
"JW2019_e1","JW2019_e1_12",1,"'backpack.bmp'",0,"Arrythmic",1,1430,"Include"
"JW2019_e1","JW2019_e1_12",1,"'notepad.bmp'",0,"Arrythmic",3,5300,"Include"
"JW2019_e1","JW2019_e1_12",1,"'box2.bmp'",0,"Arrythmic",1,514,"Include"
"JW2019_e1","JW2019_e1_12",1,"'balalaika.bmp'",0,"Arrythmic",1,1703,"Include"
"JW2019_e1","JW2019_e1_12",1,"'jet.bmp'",0,"Arrythmic",1,2729,"Include"
"JW2019_e1","JW2019_e1_12",1,"'case.bmp'",0,"Arrythmic",3,1334,"Include"
"JW2019_e1","JW2019_e1_12",1,"'bandaid2.bmp'",0,"Arrythmic",1,647,"Include"
"JW2019_e1","JW2019_e1_12",1,"'pheasant.bmp'",0,"Arrythmic",3,4212,"Include"
"JW2019_e1","JW2019_e1_12",1,"'ashtray.bmp'",0,"Arrythmic",2,1110,"Include"
"JW2019_e1","JW2019_e1_12",1,"'onion.bmp'",0,"Arrythmic",1,362,"Include"
"JW2019_e1","JW2019_e1_12",1,"'goose.bmp'",0,"Arrythmic",1,334,"Include"
"JW2019_e1","JW2019_e1_12",1,"'lemon.bmp'",0,"Arrythmic",1,897,"Include"
"JW2019_e1","JW2019_e1_12",1,"'beermug.bmp'",0,"Arrythmic",1,729,"Include"
"JW2019_e1","JW2019_e1_12",1,"'hanger2.bmp'",0,"Arrythmic",1,177,"Include"
"JW2019_e1","JW2019_e1_12",1,"'disk.bmp'",0,"Arrythmic",2,1270,"Include"
"JW2019_e1","JW2019_e1_12",1,"'bolt.bmp'",0,"Arrythmic",1,943,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cable.bmp'",0,"Arrythmic",1,450,"Include"
"JW2019_e1","JW2019_e1_12",1,"'belt2.bmp'",0,"Arrythmic",3,2911,"Include"
"JW2019_e1","JW2019_e1_12",1,"'tambourine.bmp'",0,"Arrythmic",1,876,"Include"
"JW2019_e1","JW2019_e1_12",1,"'headphones.bmp'",0,"Arrythmic",2,1110,"Include"
"JW2019_e1","JW2019_e1_12",1,"'battery2.bmp'",0,"Arrythmic",1,608,"Include"
"JW2019_e1","JW2019_e1_12",1,"'tray.bmp'",0,"Arrythmic",3,1340,"Include"
"JW2019_e1","JW2019_e1_12",1,"'coffee_table.bmp'",0,"Arrythmic",3,348,"Include"
"JW2019_e1","JW2019_e1_12",1,"'golfclubs.bmp'",0,"Arrythmic",1,676,"Include"
"JW2019_e1","JW2019_e1_12",1,"'hedgehog.bmp'",0,"Arrythmic",1,944,"Include"
"JW2019_e1","JW2019_e1_12",1,"'button.bmp'",0,"Arrythmic",3,1274,"Include"
"JW2019_e1","JW2019_e1_12",1,"'cricketbat.bmp'",0,"Arrythmic",1,699,"Include"
"JW2019_e1","JW2019_e1_12",1,"'garlicpress2.bmp'",0,"Arrythmic",1,548,"Include"
"JW2019_e1","JW2019_e1_12",1,"'lamp2.bmp'",0,"Arrythmic",1,1086,"Include"
"JW2019_e1","JW2019_e1_12",1,"'apple2.bmp'",0,"Arrythmic",1,269,"Include"
"JW2019_e1","JW2019_e1_12",2,"'twix.bmp'",1,"Rhythmic",6,104,"Include"
"JW2019_e1","JW2019_e1_12",2,"'dog2.bmp'",1,"Rhythmic",6,812,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cup3.bmp'",1,"Rhythmic",6,305,"Include"
"JW2019_e1","JW2019_e1_12",2,"'kettle.bmp'",1,"Rhythmic",6,137,"Include"
"JW2019_e1","JW2019_e1_12",2,"'chesspiece.bmp'",1,"Rhythmic",6,16,"Include"
"JW2019_e1","JW2019_e1_12",2,"'binoculars2.bmp'",1,"Rhythmic",6,441,"Include"
"JW2019_e1","JW2019_e1_12",2,"'underware.bmp'",1,"Rhythmic",6,453,"Include"
"JW2019_e1","JW2019_e1_12",2,"'biscuit.bmp'",1,"Rhythmic",6,451,"Include"
"JW2019_e1","JW2019_e1_12",2,"'earrings.bmp'",1,"Rhythmic",6,155,"Include"
"JW2019_e1","JW2019_e1_12",2,"'handbroom.bmp'",1,"Rhythmic",6,437,"Include"
"JW2019_e1","JW2019_e1_12",2,"'photocopier.bmp'",1,"Rhythmic",6,158,"Include"
"JW2019_e1","JW2019_e1_12",2,"'guitar2.bmp'",1,"Rhythmic",6,50,"Include"
"JW2019_e1","JW2019_e1_12",2,"'gerbil.bmp'",1,"Rhythmic",6,190,"Include"
"JW2019_e1","JW2019_e1_12",2,"'shuttlecock.bmp'",1,"Rhythmic",6,253,"Include"
"JW2019_e1","JW2019_e1_12",2,"'balloon2.bmp'",1,"Rhythmic",6,1402,"Include"
"JW2019_e1","JW2019_e1_12",2,"'glass.bmp'",1,"Rhythmic",6,65,"Include"
"JW2019_e1","JW2019_e1_12",2,"'eggplant.bmp'",1,"Rhythmic",6,224,"Include"
"JW2019_e1","JW2019_e1_12",2,"'drum3.bmp'",1,"Rhythmic",6,270,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cellotape.bmp'",1,"Rhythmic",6,88,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cable2.bmp'",1,"Rhythmic",6,2311,"Include"
"JW2019_e1","JW2019_e1_12",2,"'divider.bmp'",1,"Rhythmic",6,281,"Include"
"JW2019_e1","JW2019_e1_12",2,"'tractor2.bmp'",1,"Rhythmic",6,163,"Include"
"JW2019_e1","JW2019_e1_12",2,"'case3.bmp'",1,"Rhythmic",6,166,"Include"
"JW2019_e1","JW2019_e1_12",2,"'drill.bmp'",1,"Rhythmic",6,435,"Include"
"JW2019_e1","JW2019_e1_12",2,"'llama.bmp'",1,"Rhythmic",6,336,"Include"
"JW2019_e1","JW2019_e1_12",2,"'scissors.bmp'",1,"Rhythmic",6,1096,"Include"
"JW2019_e1","JW2019_e1_12",2,"'orange.bmp'",1,"Rhythmic",6,2562,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cabinet.bmp'",1,"Rhythmic",6,117,"Include"
"JW2019_e1","JW2019_e1_12",2,"'book3.bmp'",1,"Rhythmic",6,214,"Include"
"JW2019_e1","JW2019_e1_12",2,"'canoe.bmp'",1,"Rhythmic",6,387,"Include"
"JW2019_e1","JW2019_e1_12",2,"'golfclub.bmp'",1,"Rhythmic",6,1039,"Include"
"JW2019_e1","JW2019_e1_12",2,"'raspberry.bmp'",1,"Rhythmic",6,45,"Include"
"JW2019_e1","JW2019_e1_12",2,"'parrot.bmp'",1,"Rhythmic",6,781,"Include"
"JW2019_e1","JW2019_e1_12",2,"'coffeepot2.bmp'",1,"Rhythmic",6,126,"Include"
"JW2019_e1","JW2019_e1_12",2,"'sponge.bmp'",1,"Rhythmic",6,160,"Include"
"JW2019_e1","JW2019_e1_12",2,"'lizard.bmp'",0,"Rhythmic",6,647,"Include"
"JW2019_e1","JW2019_e1_12",2,"'hammer.bmp'",0,"Rhythmic",6,3457,"Include"
"JW2019_e1","JW2019_e1_12",2,"'battery3.bmp'",1,"Rhythmic",3,2051,"Include"
"JW2019_e1","JW2019_e1_12",2,"'sander.bmp'",1,"Rhythmic",1,959,"Include"
"JW2019_e1","JW2019_e1_12",2,"'drillbit.bmp'",1,"Rhythmic",3,2185,"Include"
"JW2019_e1","JW2019_e1_12",2,"'belt3.bmp'",1,"Rhythmic",3,2843,"Include"
"JW2019_e1","JW2019_e1_12",2,"'clothespin.bmp'",1,"Rhythmic",1,1008,"Include"
"JW2019_e1","JW2019_e1_12",2,"'hat2.bmp'",0,"Rhythmic",1,42,"Include"
"JW2019_e1","JW2019_e1_12",2,"'flashlight.bmp'",0,"Rhythmic",1,524,"Include"
"JW2019_e1","JW2019_e1_12",2,"'corkscrew2.bmp'",0,"Rhythmic",1,1506,"Include"
"JW2019_e1","JW2019_e1_12",2,"'laundrybasket.bmp'",0,"Rhythmic",1,47,"Include"
"JW2019_e1","JW2019_e1_12",2,"'dog3.bmp'",0,"Rhythmic",1,140,"Include"
"JW2019_e1","JW2019_e1_12",2,"'grapes.bmp'",0,"Rhythmic",1,153,"Include"
"JW2019_e1","JW2019_e1_12",2,"'oven.bmp'",0,"Rhythmic",1,242,"Include"
"JW2019_e1","JW2019_e1_12",2,"'deodorant.bmp'",0,"Rhythmic",1,167,"Include"
"JW2019_e1","JW2019_e1_12",2,"'clock3.bmp'",0,"Rhythmic",1,69,"Include"
"JW2019_e1","JW2019_e1_12",2,"'keyboard.bmp'",0,"Rhythmic",1,438,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bracelet.bmp'",0,"Rhythmic",1,217,"Include"
"JW2019_e1","JW2019_e1_12",2,"'suit.bmp'",0,"Rhythmic",1,207,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bolt2.bmp'",0,"Rhythmic",3,1727,"Include"
"JW2019_e1","JW2019_e1_12",2,"'drum.bmp'",0,"Rhythmic",1,1703,"Include"
"JW2019_e1","JW2019_e1_12",2,"'holepunch.bmp'",0,"Rhythmic",1,326,"Include"
"JW2019_e1","JW2019_e1_12",2,"'gluestick.bmp'",0,"Rhythmic",1,170,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cameracase.bmp'",0,"Rhythmic",1,2078,"Include"
"JW2019_e1","JW2019_e1_12",2,"'cake.bmp'",0,"Rhythmic",1,159,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bow.bmp'",0,"Rhythmic",1,252,"Include"
"JW2019_e1","JW2019_e1_12",2,"'pram.bmp'",0,"Rhythmic",1,548,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bulb.bmp'",0,"Rhythmic",1,77,"Include"
"JW2019_e1","JW2019_e1_12",2,"'floss.bmp'",0,"Rhythmic",2,1191,"Include"
"JW2019_e1","JW2019_e1_12",2,"'pan.bmp'",0,"Rhythmic",3,1991,"Include"
"JW2019_e1","JW2019_e1_12",2,"'hamster.bmp'",0,"Rhythmic",1,667,"Include"
"JW2019_e1","JW2019_e1_12",2,"'basketball.bmp'",0,"Rhythmic",1,1130,"Include"
"JW2019_e1","JW2019_e1_12",2,"'schoolbus.bmp'",0,"Rhythmic",1,343,"Include"
"JW2019_e1","JW2019_e1_12",2,"'feather.bmp'",0,"Rhythmic",1,129,"Include"
"JW2019_e1","JW2019_e1_12",2,"'brush2.bmp'",0,"Rhythmic",1,181,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bench2.bmp'",0,"Rhythmic",3,875,"Include"
"JW2019_e1","JW2019_e1_12",2,"'candle4.bmp'",0,"Rhythmic",1,334,"Include"
"JW2019_e1","JW2019_e1_12",2,"'taxi.bmp'",0,"Rhythmic",1,218,"Include"
"JW2019_e1","JW2019_e1_12",2,"'butterknife.bmp'",0,"Rhythmic",2,654,"Include"
"JW2019_e1","JW2019_e1_12",2,"'mushroom.bmp'",0,"Rhythmic",1,283,"Include"
"JW2019_e1","JW2019_e1_12",2,"'folder3.bmp'",0,"Rhythmic",1,503,"Include"
"JW2019_e1","JW2019_e1_12",2,"'holder.bmp'",0,"Rhythmic",1,611,"Include"
"JW2019_e1","JW2019_e1_12",2,"'choc.bmp'",0,"Rhythmic",1,232,"Include"
"JW2019_e1","JW2019_e1_12",2,"'bird.bmp'",0,"Rhythmic",1,160,"Include"
"JW2019_e1","JW2019_e1_12",2,"'stapler2.bmp'",0,"Rhythmic",1,834,"Include"
"JW2019_e1","JW2019_e1_12",3,"'radish.bmp'",1,"Arrythmic",6,16,"Include"
"JW2019_e1","JW2019_e1_12",3,"'shirt.bmp'",1,"Arrythmic",6,885,"Include"
"JW2019_e1","JW2019_e1_12",3,"'panda.bmp'",1,"Arrythmic",6,93,"Include"
"JW2019_e1","JW2019_e1_12",3,"'nappy.bmp'",1,"Arrythmic",6,336,"Include"
"JW2019_e1","JW2019_e1_12",3,"'iron.bmp'",1,"Arrythmic",6,577,"Include"
"JW2019_e1","JW2019_e1_12",3,"'dresser2.bmp'",1,"Arrythmic",6,381,"Include"
"JW2019_e1","JW2019_e1_12",3,"'helicopter.bmp'",1,"Arrythmic",6,934,"Include"
"JW2019_e1","JW2019_e1_12",3,"'garlicpress.bmp'",1,"Arrythmic",6,196,"Include"
"JW2019_e1","JW2019_e1_12",3,"'piano.bmp'",1,"Arrythmic",6,226,"Include"
"JW2019_e1","JW2019_e1_12",3,"'bell.bmp'",1,"Arrythmic",6,741,"Include"
"JW2019_e1","JW2019_e1_12",3,"'hairdryer.bmp'",1,"Arrythmic",6,897,"Include"
"JW2019_e1","JW2019_e1_12",3,"'hikingshoe.bmp'",1,"Arrythmic",6,218,"Include"
"JW2019_e1","JW2019_e1_12",3,"'handbag.bmp'",1,"Arrythmic",6,64,"Include"
"JW2019_e1","JW2019_e1_12",3,"'speedboat.bmp'",1,"Arrythmic",6,216,"Include"
"JW2019_e1","JW2019_e1_12",3,"'plate2.bmp'",1,"Arrythmic",6,299,"Include"
"JW2019_e1","JW2019_e1_12",3,"'cherries.bmp'",1,"Arrythmic",6,469,"Include"
"JW2019_e1","JW2019_e1_12",3,"'toiletroll.bmp'",1,"Arrythmic",6,523,"Include"
"JW2019_e1","JW2019_e1_12",3,"'penguin.bmp'",1,"Arrythmic",6,55,"Include"
"JW2019_e1","JW2019_e1_12",3,"'toiletpaper.bmp'",1,"Arrythmic",6,47,"Include"
"JW2019_e1","JW2019_e1_12",3,"'trombone.bmp'",1,"Arrythmic",6,290,"Include"
"JW2019_e1","JW2019_e1_12",3,"'bench.bmp'",1,"Arrythmic",6,1623,"Include"
"JW2019_e1","JW2019_e1_12",3,"'hedge_clippers.bmp'",1,"Arrythmic",6,215,"Include"
"JW2019_e1","JW2019_e1_12",3,"'bicycle.bmp'",1,"Arrythmic",6,657,"Include"
"JW2019_e1","JW2019_e1_12",3,"'toaster.bmp'",1,"Arrythmic",6,558,"Include"
"JW2019_e1","JW2019_e1_12",3,"'brush.bmp'",1,"Arrythmic",6,781,"Include"
"JW2019_e1","JW2019_e1_12",3,"'spraybottle.bmp'",1,"Arrythmic",6,193,"Include"
"JW2019_e1","JW2019_e1_12",3,"'table.bmp'",1,"Arrythmic",6,2058,"Include"
"JW2019_e1","JW2019_e1_12",3,"'carpet.bmp'",1,"Arrythmic",6,154,"Include"
"JW2019_e1","JW2019_e1_12",3,"'wirecutter.bmp'",1,"Arrythmic",6,316,"Include"
"JW2019_e1","JW2019_e1_12",3,"'colander.bmp'",1,"Arrythmic",6,145,"Include"
"JW2019_e1","JW2019_e1_12",3,"'frog.bmp'",1,"Arrythmic",6,86,"Include"
"JW2019_e1","JW2019_e1_12",3,"'brush4.bmp'",1,"Arrythmic",6,310,"Include"
"JW2019_e1","JW2019_e1_12",3,"'lock.bmp'",1,"Arrythmic",6,598,"Include"
"JW2019_e1","JW2019_e1_12",3,"'bread.bmp'",1,"Arrythmic",6,151,"Include"
"JW2019_e1","JW2019_e1_12",3,"'blueberry.bmp'",1,"Arrythmic",6,78,"Include"
"JW2019_e1","JW2019_e1_12",3,"'giraffe.bmp'",1,"Arrythmic",6,306,"Include"
"JW2019_e1","JW2019_e1_12",3,"'tractor.bmp'",0,"Arrythmic",6,839,"Include"
"JW2019_e1","JW2019_e1_12",3,"'grater.bmp'",0,"Arrythmic",6,1440,"Include"
"JW2019_e1","JW2019_e1_12",3,"'calculator2.bmp'",1,"Arrythmic",1,59,"Include"
"JW2019_e1","JW2019_e1_12",3,"'flute.bmp'",1,"Arrythmic",1,4574,"Include"
"JW2019_e1","JW2019_e1_12",3,"'ottoman.bmp'",1,"Arrythmic",1,1617,"Include"
"JW2019_e1","JW2019_e1_12",3,"'paintcan.bmp'",1,"Arrythmic",1,743,"Include"
